,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
Team,Pistons,Detroit,USA,Little Caesars Arena,20332,https://gmgames.org/dm16logos/Team8.png,Central,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Warriors,Golden State,USA,Chase Center,18064,https://gmgames.org/dm16logos/Team9.png,Pacific,Oakland,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Rockets,Houston,USA,Toyota Center,18055,https://gmgames.org/dm16logos/Team10.png,Southwest,Houston,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pacers,Indiana,USA,Bankers Life Fieldhouse,17923,https://gmgames.org/dm16logos/Team11.png,Central,Indianapolis,Indiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Clippers,Los Angeles,USA,Intuit Dome,19068,https://gmgames.org/dm16logos/Team12.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Lakers,Los Angeles,USA,Cyprto.com Arena,18997,https://gmgames.org/dm16logos/Team13.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Grizzlies,Memphis,USA,FedExForum,17794,https://gmgames.org/dm16logos/Team14.png,Southwest,Memphis,Tennessee,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Heat,Miami,USA,American Airlines Arena,19600,https://gmgames.org/dm16logos/Team15.png,Southeast,Miami,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Bucks,Milwaukee,USA,Fiserv Forum,17500,https://gmgames.org/dm16logos/Team16.png,Central,Milwaukee,Wisconsin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Timberwolves,Minnesota,USA,Target Center,18978,https://gmgames.org/dm16logos/Team17.png,Northwest,Minneapolis,Minnesota,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pelicans,New Orleans,USA,Smoothie King Center,16867,https://gmgames.org/dm16logos/Team18.png,Southwest,New Orleans,Louisiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Knicks,New York,USA,Madison Square Garden,19812,https://gmgames.org/dm16logos/Team19.png,Atlantic,New York,New York,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Thunder,Oklahoma City,USA,Chesapeake Energy Arena,18203,https://gmgames.org/dm16logos/Team20.png,Northwest,Oklahoma City,Oklahoma,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Magic,Orlando,USA,Amway Center,18846,https://gmgames.org/dm16logos/Team21.png,Southeast,Orlando,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,76ers,Philadelphia,USA,Wells Fargo Center,20478,https://gmgames.org/dm16logos/Team22.png,Atlantic,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Suns,Phoenix,USA,Talking Stick Resort Arena,18055,https://gmgames.org/dm16logos/Team23.png,Pacific,Phoenix,Arizona,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Trail Blazers,Portland,USA,Moda Center,19441,https://gmgames.org/dm16logos/Team24.png,Northwest,Portland,Oregon,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Kings,Sacramento,USA,Golden 1 Center,17583,https://gmgames.org/dm16logos/Team25.png,Pacific,Sacramento,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Spurs,San Antonio,USA,AT&T Center,18418,https://gmgames.org/dm16logos/Team26.png,Southwest,San Antonio,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Raptors,Toronto,Canada,Scotiabank Arena,19800,https://gmgames.org/dm16logos/Team27.png,Atlantic,Toronto,Canada,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Jazz,Utah,USA,Vivint Smart Home Arena,18306,https://gmgames.org/dm16logos/Team28.png,Northwest,Salt Lake City,Utah,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Wizards,Washington,USA,Capital One Arena,20356,https://gmgames.org/dm16logos/Team29.png,Southeast,Washincton,D.C,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewFranchiseLogo,,,,,,https://gmgames.org/dm16logos/Team30.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,FirstName,Last Name,Position,Age,Height,Weight,Team ID,Defence,TurnOvers,FTA,FTPerc,2PTA,2PTPerc,3PTA,ThreePerc,OffReb,Fame,DefReb,FastBreak,Assists,Personality,Potential,Steals,Blocks,Stamina,Trait,,,,,
players,Nickeil,Alexander-Walker,SG,27,196,202,0,68,2.2,4.7,0.88,7.8,0.53,3.2,0.35,1.7,68,6.5,74,5.5,56,72,0.4,0.3,66,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tony,Bradley,C,28,208,246,0,35,1.0,5.0,0.83,8.0,0.51,0.6,0.34,3.5,35,2.0,41,0.8,62,38,1.3,0.8,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dyson,Daniels,SG,23,200,198,0,68,2.2,5.6,0.86,10.6,0.51,3.6,0.4,1.2,68,1.4,67,0.5,52,78,0.3,1.8,71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mouhamed,Gueye,PF,23,211,209,0,35,2.5,6.7,0.86,11.4,0.63,6.1,0.34,3.2,35,5.5,39,1.4,74,39,1.0,0.3,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Buddy,Hield,SG,33,193,218,0,45,3.0,5.9,0.81,7.3,0.62,0.6,0.42,0.7,45,3.3,53,5.8,52,53,1.4,0.1,50,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Johnson,SF,24,202,218,0,78,3.4,5.5,0.71,10.2,0.61,3.3,0.31,2.1,78,5.7,80,0.6,72,90,1.3,2.5,74,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Corey,Kispert,SF,27,198,222,0,45,1.4,2.2,0.89,10.7,0.58,2.6,0.43,0.8,45,6.8,37,3.7,49,51,1.4,1.8,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonathan,Kuminga,PF,23,200,224,0,60,2.8,5.2,0.66,11.5,0.58,0.0,0.32,2.5,60,5.4,64,6.9,46,72,1.4,0.7,56,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jock,Landale,C,30,211,253,0,35,1.3,3.5,0.88,5.0,0.63,6.6,0.38,1.1,35,4.9,35,5.0,76,40,1.4,1.6,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,CJ,McCollum,PG,34,191,189,0,45,3.2,1.9,0.8,9.0,0.64,3.7,0.42,1.9,45,3.2,44,7.4,66,56,1.4,0.4,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Asa,Newell,PF,20,208,218,0,35,1.0,2.8,0.69,8.2,0.61,1.3,0.43,1.5,35,1.6,36,5.1,80,42,1.0,0.8,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Onyeka,Okongwu,C,25,208,238,0,45,3.3,5.2,0.7,6.7,0.59,5.7,0.43,0.6,45,3.8,50,4.5,50,48,0.7,1.7,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zaccharie,Risacher,SF,21,202,198,0,45,2.9,6.5,0.77,4.3,0.63,1.2,0.33,1.5,45,8.0,47,4.6,45,49,1.5,1.8,49,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gabe,Vincent,PG,29,188,198,0,35,2.0,5.7,0.66,6.3,0.59,3.9,0.4,0.9,35,5.6,38,3.8,56,39,2.0,0.6,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Keaton,Wallace,PG,27,191,182,0,35,1.9,1.5,0.69,8.7,0.64,4.8,0.29,3.0,35,6.9,36,5.7,78,43,0.6,0.7,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaylen,Brown,SG,29,198,222,1,78,2.2,4.6,0.79,10.6,0.61,6.3,0.3,1.6,78,6.1,71,4.3,60,80,1.3,2.4,77,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luka,Garza,C,27,208,242,1,35,2.2,2.0,0.83,7.7,0.62,5.8,0.35,0.5,35,2.0,43,2.9,61,43,0.6,2.0,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Hugo,Gonzalez,SF,20,198,198,1,35,2.3,2.3,0.77,8.9,0.52,2.9,0.28,1.2,35,3.9,39,1.7,75,45,0.5,0.7,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ron,Harper Jr.,SF,26,196,231,1,35,3.3,4.2,0.72,6.8,0.55,3.3,0.42,2.2,35,1.2,35,6.7,71,41,0.8,1.3,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sam,Hauser,PF,28,200,216,1,45,1.5,1.7,0.75,7.1,0.57,0.6,0.31,0.6,45,7.0,39,7.0,54,51,0.5,0.7,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Payton,Pritchard,PG,28,185,194,1,52,3.2,2.3,0.83,7.8,0.63,6.5,0.31,1.9,52,7.7,56,3.6,67,60,1.9,2.4,51,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Neemias,Queta,C,26,213,246,1,45,0.9,2.6,0.87,11.3,0.58,6.0,0.31,1.3,45,7.4,44,1.9,73,52,1.1,0.2,51,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Baylor,Scheierman,SG,25,198,202,1,35,2.0,5.7,0.69,7.4,0.54,0.8,0.31,3.2,35,3.3,35,3.7,54,39,0.6,1.5,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jayson,Tatum,PF,28,202,209,1,78,1.7,6.0,0.84,3.7,0.47,7.4,0.32,3.1,78,4.6,76,4.7,46,86,1.1,1.9,77,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,John,Tonje,SG,25,193,216,1,35,0.9,4.6,0.86,9.3,0.45,1.5,0.31,0.3,35,5.3,35,4.2,75,44,0.6,0.0,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nikola,Vucevic,C,35,206,257,1,52,3.4,2.0,0.71,5.3,0.48,6.2,0.32,2.6,52,4.4,49,4.1,45,55,0.8,1.7,59,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Walsh,PF,22,198,202,1,35,0.8,6.5,0.67,3.4,0.45,6.8,0.43,2.1,35,7.1,35,4.5,77,45,0.6,2.1,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Derrick,White,SG,31,193,189,1,68,1.3,3.4,0.83,6.2,0.49,4.1,0.36,0.6,68,4.6,63,0.8,79,71,0.6,1.3,64,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Amari,Williams,PF,24,211,249,1,35,3.5,4.6,0.84,9.3,0.59,1.1,0.43,2.7,35,4.5,37,2.6,48,40,1.6,0.9,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ochai,Agbaji,SG,26,196,213,2,45,1.1,2.9,0.68,6.6,0.57,0.8,0.38,2.9,45,1.4,51,4.1,53,49,1.3,1.3,54,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nic,Claxton,C,27,211,213,2,60,1.0,2.5,0.84,8.5,0.48,5.5,0.37,3.5,60,1.1,66,1.3,56,67,0.4,1.0,67,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Noah,Clowney,PF,21,208,209,2,35,2.2,2.1,0.8,11.6,0.55,6.3,0.37,0.9,35,6.9,35,4.1,51,42,1.4,1.9,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Egor,Demin,PG,20,202,198,2,45,0.9,5.8,0.87,7.0,0.58,7.1,0.35,2.2,45,2.1,38,1.1,73,53,1.0,0.5,52,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terance,Mann,SG,29,198,213,2,45,2.0,4.5,0.7,3.6,0.56,5.5,0.41,1.5,45,2.7,50,6.7,60,52,0.5,1.0,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Minott,SF,23,202,202,2,35,2.2,4.9,0.74,11.8,0.58,6.1,0.31,1.1,35,5.2,35,5.1,46,41,0.5,0.5,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Michael,Porter Jr.,SF,27,208,216,2,68,1.0,4.9,0.72,4.5,0.55,0.1,0.38,2.8,68,1.6,68,1.7,78,77,0.5,1.0,72,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Drake,Powell,SG,20,196,194,2,35,2.9,5.9,0.67,10.8,0.5,3.1,0.39,0.8,35,3.5,35,4.1,56,44,0.8,2.2,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ben,Saraf,SG,20,198,198,2,35,0.9,3.1,0.66,10.5,0.63,6.5,0.37,0.7,35,1.4,35,1.2,74,42,0.6,1.4,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Day'Ron,Sharpe,C,24,208,264,2,35,2.3,3.4,0.66,5.9,0.6,5.8,0.4,0.9,35,7.3,35,3.7,54,45,0.8,0.0,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nolan,Traore,PG,19,191,182,2,35,2.1,5.6,0.88,7.3,0.54,5.9,0.39,2.0,35,3.3,38,5.0,47,46,0.8,1.1,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ziaire,Williams,SF,24,206,182,2,45,2.5,6.4,0.79,11.7,0.56,5.8,0.34,2.8,45,3.6,43,4.1,78,50,0.7,2.2,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Wilson,PF,25,198,218,2,35,1.7,6.5,0.84,6.6,0.61,5.4,0.39,2.2,35,3.9,35,2.8,50,40,1.6,0.7,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Danny,Wolf,PF,22,211,249,2,35,3.3,5.4,0.8,8.4,0.64,4.1,0.32,1.1,35,3.3,35,1.5,68,41,1.4,2.3,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jose,Alvarado,PG,28,183,178,19,45,2.5,4.1,0.81,7.5,0.56,3.8,0.35,1.2,45,3.9,49,2.2,60,50,1.0,1.0,54,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,OG,Anunoby,PF,28,200,238,19,68,1.8,3.3,0.84,10.3,0.6,2.4,0.3,1.6,68,7.3,69,7.5,80,78,1.0,1.2,76,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mikal,Bridges,SF,29,198,207,19,68,2.4,4.3,0.73,3.6,0.51,0.7,0.32,3.2,68,4.2,60,7.4,45,73,0.6,1.2,64,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Brunson,PG,29,188,189,19,78,2.6,2.0,0.78,7.5,0.45,5.0,0.41,3.0,78,3.6,84,3.3,50,82,0.5,1.4,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Clarkson,SG,33,196,191,19,52,1.1,2.6,0.88,4.3,0.54,2.7,0.35,2.4,52,6.2,57,5.9,48,64,0.7,0.8,47,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Pacome,Dadiet,SG,20,206,209,19,35,1.0,4.9,0.72,5.8,0.54,2.6,0.37,1.3,35,3.1,35,1.0,76,47,1.3,0.1,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mohamed,Diawara,SF,21,206,224,19,35,1.2,1.8,0.9,6.4,0.62,3.1,0.3,1.0,35,1.6,40,7.2,62,46,1.6,0.4,45,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Hart,SF,31,196,213,19,68,3.1,5.8,0.86,5.8,0.61,1.2,0.43,1.5,68,3.9,74,2.8,67,71,0.9,1.3,71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ariel,Hukporti,C,24,213,244,19,35,1.2,6.6,0.87,9.1,0.54,3.7,0.34,3.0,35,6.3,41,5.2,76,39,1.9,1.4,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dillon,Jones,SF,24,196,233,19,35,1.3,2.9,0.9,4.4,0.57,5.6,0.41,3.0,35,1.7,41,1.7,46,42,1.9,2.1,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tyler,Kolek,PG,25,188,194,19,35,1.6,5.4,0.8,5.5,0.64,2.7,0.39,3.4,35,6.6,40,6.8,52,46,1.8,0.3,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Miles,McBride,SG,25,188,194,19,52,2.2,4.3,0.68,8.1,0.54,4.1,0.3,2.5,52,3.6,47,2.3,45,62,0.6,2.5,54,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mitchell,Robinson,C,28,213,238,19,45,1.0,6.2,0.7,3.7,0.61,2.2,0.37,2.9,45,1.1,46,7.0,69,52,1.3,2.1,47,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Landry,Shamet,SG,29,196,189,19,35,2.0,4.5,0.67,8.8,0.52,0.3,0.34,1.5,35,6.5,39,4.5,71,41,0.8,0.5,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jeremy,Sochan,PF,22,202,229,19,35,2.2,4.2,0.7,10.9,0.6,4.2,0.32,1.9,35,6.0,35,4.7,72,38,0.5,1.5,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Karl-Anthony,Towns,C,30,213,246,19,78,1.5,6.9,0.88,6.1,0.65,3.4,0.3,2.0,78,4.8,84,5.2,56,90,0.8,1.0,87,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Adem,Bona,C,23,208,233,22,35,1.2,1.3,0.82,3.4,0.62,3.6,0.41,2.8,35,7.0,40,1.8,77,38,0.9,1.2,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Johni,Broome,C,23,208,233,22,35,0.9,3.4,0.75,5.2,0.59,3.6,0.32,1.9,35,5.6,38,2.3,56,46,1.4,1.6,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Andre,Drummond,C,32,211,277,22,45,1.7,4.6,0.71,9.0,0.53,0.2,0.39,2.3,45,6.6,39,7.7,45,55,0.8,0.3,51,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,VJ,Edgecombe,SG,20,193,178,22,52,1.9,3.6,0.82,4.6,0.52,6.5,0.42,2.1,52,2.7,56,2.1,68,55,1.1,1.3,54,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Justin,Edwards,SF,22,200,202,22,35,3.0,4.5,0.86,8.0,0.55,2.3,0.39,0.9,35,4.3,35,6.7,74,38,0.4,0.3,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Joel,Embiid,C,32,213,279,22,68,3.1,4.1,0.82,6.9,0.62,1.3,0.33,2.3,68,6.8,67,7.4,69,76,0.9,1.4,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Paul,George,SF,36,202,218,22,60,2.4,6.5,0.87,3.7,0.51,4.2,0.43,2.8,60,1.7,55,5.7,45,64,0.9,2.4,55,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Quentin,Grimes,SG,25,193,209,22,45,3.1,1.4,0.76,7.7,0.63,3.6,0.35,2.4,45,4.6,39,6.8,57,53,1.0,0.4,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kyle,Lowry,PG,40,183,194,22,35,2.2,5.7,0.78,4.4,0.64,1.7,0.3,2.4,35,6.1,43,5.3,77,38,0.6,1.7,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tyrese,Maxey,PG,25,188,198,22,78,3.0,5.0,0.71,5.4,0.51,6.2,0.32,1.7,78,6.7,72,1.9,73,80,1.0,0.7,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kelly,Oubre Jr.,PF,30,202,202,22,52,2.9,1.8,0.82,7.5,0.45,7.4,0.32,2.8,52,3.6,58,1.6,52,63,1.7,0.2,49,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dalen,Terry,SG,23,198,194,22,35,1.2,4.1,0.74,11.0,0.58,1.7,0.37,0.5,35,3.6,42,6.4,80,37,0.6,1.8,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jabari,Walker,PF,23,200,235,22,35,1.7,4.6,0.87,10.4,0.63,0.3,0.28,0.6,35,1.2,41,3.4,50,42,1.4,1.5,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Trendon,Watford,PF,25,202,235,22,35,2.8,1.0,0.68,6.5,0.46,5.9,0.37,0.9,35,3.7,35,5.7,65,40,1.2,2.0,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Scottie,Barnes,PF,24,202,235,27,78,3.1,5.4,0.65,5.7,0.58,4.7,0.38,1.6,78,2.1,78,4.8,58,89,1.2,2.0,87,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,RJ,Barrett,SG,25,198,213,27,68,3.4,4.4,0.85,10.8,0.54,0.3,0.43,1.7,68,2.9,61,1.4,69,73,1.4,2.4,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jamison,Battle,SF,24,200,218,27,35,3.0,3.9,0.86,7.8,0.49,0.3,0.42,0.5,35,5.1,42,3.9,66,43,1.4,0.5,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gradey,Dick,SG,22,200,198,27,45,1.5,2.8,0.67,10.3,0.52,4.5,0.3,0.9,45,8.0,49,2.2,75,51,1.2,1.2,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandon,Ingram,SF,28,202,189,27,60,3.0,3.8,0.78,10.7,0.6,4.0,0.39,1.8,60,3.1,64,5.7,79,69,1.6,2.4,64,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Trayce,Jackson-Davis,C,26,206,244,27,35,2.0,2.3,0.66,6.4,0.47,7.2,0.3,2.5,35,4.8,37,2.6,67,46,1.4,1.7,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,A.J.,Lawson,SG,25,198,178,27,35,2.6,4.5,0.89,3.2,0.45,2.9,0.3,1.8,35,2.2,35,3.4,80,42,1.0,0.1,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sandro,Mamukelashvili,C,26,206,238,27,35,1.3,2.1,0.69,6.4,0.6,5.7,0.36,2.6,35,2.5,35,4.5,49,43,1.9,1.0,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonathan,Mogbo,PF,24,206,224,27,35,1.1,3.3,0.84,3.2,0.61,7.4,0.36,1.3,35,6.1,35,7.0,61,38,0.6,2.0,45,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Collin,Murray-Boyles,PF,20,200,244,27,52,1.4,4.7,0.88,4.4,0.63,4.2,0.33,3.4,52,1.8,56,3.8,68,59,1.5,1.6,48,R,,,,,
